"بازگشایی
؟","کمترین
؟","بیشترین
؟","پایانی
؟",میزان تغییر,درصد تغییر,تاریخ / میلادی,تاریخ / شمسی
"25,058,000","25,051,000","25,312,000","25,254,000",464000,1.87%,2023/12/01,1402/09/10
"24,767,000","24,758,000","24,934,000","24,790,000",39000,0.16%,2023/11/29,1402/09/08
"24,566,000","24,560,000","24,816,000","24,751,000",175100,0.71%,2023/11/28,1402/09/07
"24,538,100","24,047,300","24,922,400","24,575,900",198900,0.82%,2023/11/27,1402/09/06
"24,393,000","24,363,000","24,460,000","24,377,000",30000,0.12%,2023/11/26,1402/09/05
"24,518,000","24,352,000","24,553,000","24,407,000",104000,0.43%,2023/11/25,1402/09/04
"24,287,000","24,276,000","24,601,000","24,511,000",289000,1.19%,2023/11/24,1402/09/03
"24,155,000","24,142,000","24,276,000","24,222,000",78000,0.32%,2023/11/22,1402/09/01
"24,216,000","24,135,000","24,303,000","24,144,000",78000,0.32%,2023/11/21,1402/08/30
"23,927,000","23,927,000","24,280,000","24,222,000",191000,0.79%,2023/11/20,1402/08/29
"24,232,000","23,876,000","24,232,000","24,031,000",210000,0.87%,2023/11/19,1402/08/28
"24,326,000","24,209,000","24,361,000","24,241,000",99000,0.41%,2023/11/18,1402/08/27
"24,229,000","24,165,000","24,472,000","24,340,000",94000,0.39%,2023/11/17,1402/08/26
"24,250,000","24,149,000","24,303,000","24,246,000",24000,0.1%,2023/11/15,1402/08/24
"24,181,000","24,165,000","24,379,000","24,222,000",53000,0.22%,2023/11/14,1402/08/23
"24,132,000","24,056,000","24,225,000","24,169,000",39000,0.16%,2023/11/13,1402/08/22
"24,089,000","24,079,000","24,192,000","24,130,000",39000,0.16%,2023/11/12,1402/08/21
"24,227,000","24,049,000","24,246,000","24,091,000",145000,0.6%,2023/11/11,1402/08/20
"24,391,000","24,188,000","24,391,000","24,236,000",139000,0.57%,2023/11/10,1402/08/19
"24,338,000","24,333,000","24,435,000","24,375,000",26000,0.11%,2023/11/08,1402/08/17
"24,405,000","24,312,000","24,499,000","24,349,000",33000,0.14%,2023/11/07,1402/08/16
"24,670,000","24,356,000","24,680,000","24,382,000",272000,1.12%,2023/11/06,1402/08/15
"24,661,000","24,622,000","24,749,000","24,654,000",42000,0.17%,2023/11/05,1402/08/14
"24,636,000","24,633,000","24,834,000","24,696,000",37000,0.15%,2023/11/04,1402/08/13
"25,162,000","24,576,000","25,162,000","24,659,000",508000,2.06%,2023/11/03,1402/08/12
"24,989,000","24,968,000","25,234,000","25,167,000",180000,0.72%,2023/11/01,1402/08/10
"24,964,000","24,910,000","25,139,000","24,987,000",26000,0.1%,2023/10/31,1402/08/09
"24,837,000","24,818,000","25,187,000","24,961,000",104000,0.42%,2023/10/30,1402/08/08
"24,950,000","24,703,000","24,966,000","24,857,000",109000,0.44%,2023/10/29,1402/08/07
"25,273,000","24,809,000","25,312,000","24,966,000",321000,1.29%,2023/10/28,1402/08/06
"24,783,000","24,691,000","25,543,000","25,287,000",522000,2.11%,2023/10/27,1402/08/05
"24,578,000","24,571,000","24,885,000","24,765,000",173000,0.7%,2023/10/25,1402/08/03
"24,310,000","24,303,000","24,643,000","24,592,000",261000,1.07%,2023/10/24,1402/08/02
"24,109,000","24,068,000","24,354,000","24,331,000",270000,1.12%,2023/10/23,1402/08/01
"24,252,000","24,033,000","24,252,000","24,061,000",78300,0.33%,2023/10/22,1402/07/30
"24,163,600","23,900,300","24,487,300","24,139,300",119700,0.5%,2023/10/21,1402/07/29
"24,363,700","23,691,300","24,872,900","24,179,800",232200,0.96%,2023/10/18,1402/07/26
"23,968,000","23,968,000","24,680,000","24,375,000",402000,1.68%,2023/10/17,1402/07/25
"23,465,000","23,465,000","24,022,000","23,973,000",505000,2.15%,2023/10/16,1402/07/24
"24,049,000","23,324,000","24,049,000","23,468,000",607000,2.59%,2023/10/15,1402/07/23
"24,128,000","24,031,000","24,250,000","24,075,000",107000,0.45%,2023/10/14,1402/07/22
"23,968,000","23,968,000","23,968,000","23,968,000",-,-,2023/10/12,1402/07/20
"23,975,000","23,777,000","24,114,000","23,968,000",17000,0.07%,2023/10/11,1402/07/19
"24,123,910","23,812,000","24,123,910","23,985,000",14000,0.06%,2023/10/10,1402/07/18
"24,539,000","23,800,000","24,703,000","23,999,000",535000,2.23%,2023/10/09,1402/07/17
"24,439,000","24,412,000","24,945,000","24,534,000",88000,0.36%,2023/10/08,1402/07/16
"23,045,000","23,045,000","24,472,000","24,446,000",2008000,8.95%,2023/10/07,1402/07/15
"22,438,000","22,438,000","22,438,000","22,438,000",-,-,2023/10/05,1402/07/13
"22,401,000","22,399,000","22,535,000","22,438,000",67000,0.3%,2023/10/04,1402/07/12
"22,505,000","22,505,000","22,505,000","22,505,000",-,-,2023/10/02,1402/07/10
"22,604,000","22,445,000","22,611,000","22,505,000",106000,0.47%,2023/10/01,1402/07/09
"22,530,000","22,406,000","22,851,000","22,611,000",307000,1.36%,2023/09/30,1402/07/08
"22,918,000","22,918,000","22,918,000","22,918,000",-,-,2023/09/28,1402/07/06
"22,876,000","22,826,000","22,946,000","22,918,000",53000,0.23%,2023/09/27,1402/07/05
"23,798,000","22,853,000","23,798,000","22,865,000",293000,1.28%,2023/09/26,1402/07/04
"23,158,000","23,158,000","23,158,000","23,158,000",16000,0.07%,2023/09/25,1402/07/03
"23,174,000","23,174,000","23,174,000","23,174,000",60000,0.26%,2023/09/23,1402/07/01
"23,234,000","23,234,000","23,234,000","23,234,000",-,-,2023/09/21,1402/06/30
"23,284,000","23,200,000","23,334,000","23,234,000",100000,0.43%,2023/09/20,1402/06/29
"23,368,500","23,244,000","23,403,000","23,334,000",69000,0.3%,2023/09/19,1402/06/28
"23,472,000","23,297,000","23,541,000","23,403,000",58000,0.25%,2023/09/18,1402/06/27
"23,388,000","23,281,000","23,431,000","23,345,000",141000,0.6%,2023/09/17,1402/06/26
"23,486,000","23,486,000","23,486,000","23,486,000",-,-,2023/09/13,1402/06/22
"23,495,000","23,357,000","23,504,000","23,486,000",129000,0.55%,2023/09/12,1402/06/21
"23,450,500","23,246,000","23,544,000","23,357,000",57000,0.24%,2023/09/11,1402/06/20
"23,460,500","23,398,000","23,507,000","23,414,000",42000,0.18%,2023/09/10,1402/06/19
"23,538,000","23,444,000","23,620,000","23,456,000",78000,0.33%,2023/09/09,1402/06/18
"23,534,000","23,534,000","23,534,000","23,534,000",91000,0.39%,2023/09/07,1402/06/16
"23,625,000","23,625,000","23,625,000","23,625,000",-,-,2023/09/05,1402/06/14
"23,678,000","23,604,000","23,731,000","23,625,000",83000,0.35%,2023/09/04,1402/06/13
"23,754,000","23,604,000","23,800,000","23,708,000",74000,0.31%,2023/09/03,1402/06/12
"23,710,000","23,594,000","23,786,000","23,634,000",340000,1.46%,2023/09/02,1402/06/11
"23,294,000","23,294,000","23,294,000","23,294,000",-,-,2023/08/31,1402/06/09
"23,312,500","23,267,000","23,331,000","23,294,000",21000,0.09%,2023/08/30,1402/06/08
"23,429,500","23,091,000","23,544,000","23,315,000",90000,0.39%,2023/08/29,1402/06/07
"23,234,500","23,110,000","23,244,000","23,225,000",113000,0.49%,2023/08/28,1402/06/06
"23,209,000","22,865,000","23,306,000","23,112,000",58000,0.25%,2023/08/27,1402/06/05
"23,185,000","22,973,000","23,200,000","23,170,000",40000,0.17%,2023/08/26,1402/06/04
"23,130,000","23,130,000","23,130,000","23,130,000",-,-,2023/08/24,1402/06/02
"23,184,500","23,128,000","23,239,000","23,130,000",33000,0.14%,2023/08/23,1402/06/01
"23,186,000","23,114,000","23,209,000","23,163,000",27000,0.12%,2023/08/22,1402/05/31
"23,202,000","22,798,000","23,214,000","23,190,000",392000,1.72%,2023/08/21,1402/05/30
"22,926,000","22,632,000","23,054,000","22,798,000",166000,0.73%,2023/08/20,1402/05/29
"22,854,500","22,632,000","23,077,000","22,632,000",411000,1.82%,2023/08/19,1402/05/28
"23,043,000","23,043,000","23,043,000","23,043,000",-,-,2023/08/17,1402/05/26
"23,063,500","22,990,000","23,084,000","23,043,000",34000,0.15%,2023/08/16,1402/05/25
"23,215,500","23,077,000","23,354,000","23,077,000",143000,0.62%,2023/08/15,1402/05/24
"23,241,000","23,084,000","23,262,000","23,220,000",9000,0.04%,2023/08/14,1402/05/23
"23,367,000","23,184,000","23,523,000","23,211,000",5000,0.02%,2023/08/13,1402/05/22
"23,262,000","23,038,000","23,308,000","23,216,000",279000,1.2%,2023/08/12,1402/05/21
"23,495,000","23,495,000","23,495,000","23,495,000",-,-,2023/08/10,1402/05/19
"23,512,500","23,456,000","23,530,000","23,495,000",12000,0.05%,2023/08/09,1402/05/18
"23,546,000","23,407,000","23,585,000","23,507,000",100000,0.43%,2023/08/08,1402/05/17
"23,461,500","23,375,000","23,516,000","23,407,000",109000,0.47%,2023/08/07,1402/05/16
"23,591,000","23,509,000","23,666,000","23,516,000",88000,0.37%,2023/08/06,1402/05/15
"23,666,000","23,539,000","23,728,000","23,604,000",66400,0.28%,2023/08/05,1402/05/14
"23,902,000","23,405,200","24,081,200","23,670,400",186800,0.79%,2023/08/02,1402/05/11
"23,811,100","23,420,500","24,305,700","23,857,200",60800,0.25%,2023/08/01,1402/05/10
"23,965,000","23,645,000","24,012,000","23,918,000",240000,1.01%,2023/07/31,1402/05/09
"23,703,000","23,244,000","23,728,000","23,678,000",416000,1.79%,2023/07/30,1402/05/08
"23,351,000","23,257,000","23,440,000","23,262,000",67000,0.29%,2023/07/29,1402/05/07
"23,332,500","23,329,000","23,336,000","23,329,000",-,-,2023/07/26,1402/05/04
"23,431,500","23,262,000","23,534,000","23,329,000",12000,0.05%,2023/07/25,1402/05/03
"23,360,500","23,098,000","23,380,000","23,341,000",72000,0.31%,2023/07/24,1402/05/02
"23,269,000","22,666,000","23,269,000","23,269,000",547000,2.41%,2023/07/23,1402/05/01
"22,902,000","22,696,000","23,082,000","22,722,000",455000,2%,2023/07/22,1402/04/31
"23,177,000","23,177,000","23,177,000","23,177,000",-,-,2023/07/20,1402/04/29
"23,200,000","23,013,000","23,223,000","23,177,000",70000,0.3%,2023/07/19,1402/04/28
"23,150,000","23,020,000","23,193,000","23,107,000",19000,0.08%,2023/07/18,1402/04/27
"23,219,500","23,052,000","23,313,000","23,126,000",136000,0.59%,2023/07/17,1402/04/26
"23,291,000","23,163,000","23,320,000","23,262,000",78000,0.34%,2023/07/16,1402/04/25
"23,252,000","23,121,000","23,320,000","23,184,000",309000,1.33%,2023/07/15,1402/04/24
"23,493,000","23,493,000","23,493,000","23,493,000",-,-,2023/07/13,1402/04/22
"23,539,000","23,440,000","23,585,000","23,493,000",37000,0.16%,2023/07/12,1402/04/21
"23,474,500","23,063,000","23,493,000","23,456,000",178000,0.76%,2023/07/11,1402/04/20
"23,405,000","23,158,000","23,532,000","23,278,000",208000,0.89%,2023/07/10,1402/04/19
"23,530,000","23,438,000","23,574,000","23,486,000",92000,0.39%,2023/07/09,1402/04/18
"23,594,500","23,426,000","23,611,000","23,578,000",259000,1.1%,2023/07/08,1402/04/17
"23,837,000","23,837,000","23,837,000","23,837,000",-,-,2023/07/06,1402/04/15
"23,861,000","23,781,000","23,885,000","23,837,000",30000,0.13%,2023/07/05,1402/04/14
"23,701,000","23,539,000","23,978,000","23,807,000",39000,0.16%,2023/07/04,1402/04/13
"23,823,000","23,618,000","23,902,000","23,846,000",14000,0.06%,2023/07/03,1402/04/12
"23,989,000","23,560,000","23,989,000","23,832,000",169000,0.71%,2023/07/02,1402/04/11
"24,005,000","23,842,000","24,232,000","24,001,000",517000,2.2%,2023/07/01,1402/04/10
"23,484,000","23,484,000","23,484,000","23,484,000",-,-,2023/06/28,1402/04/07
"23,493,000","23,306,000","23,532,000","23,484,000",27000,0.11%,2023/06/27,1402/04/06
"23,590,000","23,306,000","23,770,000","23,511,000",86000,0.37%,2023/06/26,1402/04/05
"23,588,000","23,306,000","23,735,000","23,597,000",16000,0.07%,2023/06/25,1402/04/04
"24,303,000","23,444,000","24,303,000","23,581,000",229000,0.98%,2023/06/24,1402/04/03
"23,352,000","23,352,000","23,352,000","23,352,000",-,-,2023/06/22,1402/04/01
"23,334,000","23,283,000","23,447,000","23,352,000",344000,1.5%,2023/06/21,1402/03/31
"22,950,000","22,937,000","23,124,000","23,008,000",289000,1.26%,2023/06/20,1402/03/30
"23,112,000","23,112,000","23,435,000","23,297,000",190000,0.82%,2023/06/19,1402/03/29
"23,581,000","23,098,000","23,581,000","23,107,000",478000,2.07%,2023/06/18,1402/03/28
"23,516,000","23,336,000","23,805,000","23,585,000",508000,2.2%,2023/06/17,1402/03/27
"23,077,000","23,077,000","23,077,000","23,077,000",-,-,2023/06/15,1402/03/25
"23,193,000","22,867,000","23,262,000","23,077,000",201000,0.87%,2023/06/14,1402/03/24
"23,468,000","23,075,000","23,885,000","23,278,000",187000,0.8%,2023/06/13,1402/03/23
"22,770,000","22,770,000","23,569,000","23,465,000",697000,3.06%,2023/06/12,1402/03/22
"22,327,000","21,976,000","22,805,000","22,768,000",296000,1.32%,2023/06/11,1402/03/21
"23,181,000","22,431,000","23,444,000","22,472,000",1014000,4.51%,2023/06/10,1402/03/20
"23,486,000","23,486,000","23,486,000","23,486,000",-,-,2023/06/08,1402/03/18
"23,666,000","23,103,000","23,678,000","23,486,000",383000,1.63%,2023/06/07,1402/03/17
"24,585,000","23,839,000","24,590,000","23,869,000",778000,3.26%,2023/06/06,1402/03/16
"24,647,000","24,647,000","24,647,000","24,647,000",393000,1.59%,2023/06/03,1402/03/13
"25,040,000","25,040,000","25,040,000","25,040,000",-,-,2023/06/01,1402/03/11
"24,959,000","24,703,000","25,097,000","25,040,000",90000,0.36%,2023/05/31,1402/03/10
"24,966,000","24,488,000","25,144,000","24,950,000",7000,0.03%,2023/05/30,1402/03/09
